StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent_yn,attention_check,women_price,women_unit,men_price,men_unit,women_price,women_unit,men_price,men_unit,women_price,women_unit,men_price,men_unit,women_price,women_unit,men_price,men_unit,women_price,women_unit,men_price,men_unit,women_price,women_unit,men_price,men_unit,women_price,women_unit,men_price,men_unit,bi_binary,bi_women_1,bi_men_1,price_fairness_1,price_fairness_2,price_fairness_3,price_fairness_4,price_fairness_5,price_fairness_6,price_fairness_7,price_fairness_8,similarity_1,prosociality_1,prosociality_2,value_alignment_1,value_alignment_2,gender_equality_1,gender_equality_2,gender_equality_3,gender_equality_4,price_sensitivity_1,price_sensitivity_2,price_sensitivity_3,price_sensitivity_4,mc_price,mc_justification,ce_control_women,ce_control_men,ce_pt_women,ce_pt_men,age,income,feedback,PROLIFIC_PID,STUDY_ID,SESSION_ID,MainCondition
2025/8/10 9:25,2025/8/10 9:30,0,50.88.145.121,100,291,1,2025/8/10 9:30,R_51oWipiN98qw1lk,,,,,28.5531,-81.7597,anonymous,EN,1,2,,,,,,,,,,,,,,,,,,,,,13.99,0.56,13.99,0.4,,,,,2,5,3,2,2,2,4,3,6,5,6,7,6,2,4,4,6,6,6,6,6,4,3,5,1,The women's product had less ounces and cost more per ounce. It is perceived that the women's product has fragrance. The usefulness in cleansing the hair is the same as the men's. ,,,0.1,0.1,51,4000,,676d84858626178add0fc70a,6898afff2227f134df1188ea,6898b9f162a1b83fb4c1dd6c,3D
2025/8/10 9:23,2025/8/10 9:30,0,47.151.187.138,100,453,1,2025/8/10 9:30,R_5Ahgraehmlvgtu9,,,,,33.6598,-117.3485,anonymous,EN,1,2,13.99,0.56,13.99,0.56,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,6,6,6,6,6,1,1,4,7,7,7,4,4,1,1,4,1,7,1,1,7,3,Both shampoos had strength building for hair,10,10,,,25,3400,,66ec9f0832d1bc82239af5a1,6898afff2227f134df1188ea,6898b95c803b9a48b8b021e0,1
2025/8/10 9:24,2025/8/10 9:30,0,63.195.200.109,100,355,1,2025/8/10 9:30,R_5ISEUPAChSDXV1X,,,,,35.3196,-80.7487,anonymous,EN,1,2,,,,,13.99,0.56,13.99,0.4,,,,,,,,,,,,,,,,,,,,,2,4,4,5,4,4,4,3,3,3,3,4,5,5,4,4,7,5,5,5,6,4,4,4,1,women's shampoo was made specifically for cleansing all hair types. men's shampoo was to cleanse and invigorate.,,,2,2.5,37,2400,,65c1512b51dc8b722a7fe306,6898afff2227f134df1188ea,6898b9b694bdcdfab4686075,2
2025/8/10 9:24,2025/8/10 9:31,0,65.110.44.58,100,406,1,2025/8/10 9:31,R_79mpXbyX9YvJUc1,,,,,28.5436,-81.3738,anonymous,EN,1,2,13.99,0.56,13.99,0.56,,,,,,,,,,,,,,,,,,,,,,,,,1,6,3,6,7,6,7,1,1,1,2,7,6,6,7,7,6,7,6,5,6,5,5,1,3,has a price tag of 13.99 and 0.56 ounce.,13.99,13.99,,,62,45500,,67da6cb5faae2bb29a934c76,6898afff2227f134df1188ea,6898b99b291a7eb21863ef70,1
2025/8/10 9:25,2025/8/10 9:31,0,98.215.85.179,100,310,1,2025/8/10 9:31,R_77TvjdGoZMdcQW5,,,,,40.4693,-88.9424,anonymous,EN,1,2,,,,,,,,,,,,,,,,,,,,,$13.99 ,$0.56 ,$13.99 ,$0.40 ,,,,,1,5,2,3,3,3,4,5,5,4,6,5,3,3,3,3,7,7,7,6,6,4,5,4,1,I remember that they were exactly the same and said something about revitalizing the hair. ,,,5,5,47,5000,,676edccd36ae0c0d06bd64c0,6898afff2227f134df1188ea,6898ba00a90822f6010d0ce8,3D
2025/8/10 9:24,2025/8/10 9:31,0,98.197.168.144,100,413,1,2025/8/10 9:31,R_77JeKHxwbCmmPhS,,,,,29.2793,-94.8342,anonymous,EN,1,2,,,,,,,,,,,,,,,,,$13.99 ,$0.56 ,$13.99 ,$0.40 ,,,,,,,,,1,4,4,5,5,5,6,3,3,1,1,3,4,4,4,4,7,7,7,7,7,4,1,7,1,"Women's shampoo - cleansing with extra conditioning ingredients
Men's shampoo - cleansing with no extra ingredients",,,2.25,2,70,3000,,6818e359bac0edc6d7967947,6898afff2227f134df1188ea,6898b99b4cfe8574ba29f48e,3C
2025/8/10 9:26,2025/8/10 9:31,0,208.59.168.10,100,275,1,2025/8/10 9:31,R_75vIIdyoVyqhrs8,,,,,41.9409,-87.6532,anonymous,EN,1,2,,,,,,,,,13.99,0.56,13.99,0.4,,,,,,,,,,,,,,,,,2,2,6,2,2,2,3,3,6,6,6,7,4,4,5,5,7,7,6,6,7,4,3,6,1,The shampoo was formulated to cleanse and revitalize all hair types.,,,0.99,1.01,44,10000,,607371afec9eae723cd4b3a1,6898afff2227f134df1188ea,6898ba308a9b519b1026cb4b,3A
2025/8/10 9:27,2025/8/10 9:31,0,108.3.164.114,100,226,1,2025/8/10 9:31,R_6nCY1qyc1VOOPFD,,,,,38.9512,-76.4944,anonymous,EN,1,2,,,,,13.99,0.56,13.99,0.4,,,,,,,,,,,,,,,,,,,,,1,4,3,3,3,3,4,5,5,5,6,4,5,3,5,4,5,5,6,7,6,5,3,7,1,The women's shampoo costed more than the men's overall and per ounce,,,8,8,37,4500,,6751acc5dc78128951a34f1f,6898afff2227f134df1188ea,6898ba6aa911eb18ea5c9507,2
2025/8/10 9:25,2025/8/10 9:31,0,172.56.64.94,100,351,1,2025/8/10 9:31,R_7qmwjTfdowNE6q4,,,,,33.8842,-84.3761,anonymous,EN,1,2,,,,,,,,,,,,,13.99,0.56,13.99,0.4,,,,,,,,,,,,,3,4,1,4,4,4,4,4,3,3,7,1,4,4,4,4,7,4,4,1,7,4,7,7,1,Products were men's shampoo and women's shampoo. Both cost the same with the men's having a lower cost per unit and the women's being packaged in feminine details. ,,,5,4,49,85000,,667d81a95170bdd075f74203,6898afff2227f134df1188ea,6898b9ec6b984dcbaa72f829,3B
2025/8/10 9:27,2025/8/10 9:31,0,73.139.49.55,100,228,1,2025/8/10 9:31,R_5OiezAsVNEFILN4,,,,,26.2154,-80.271,anonymous,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,13.99,0.56,13.99,0.4,1,7,2,2,2,2,3,4,4,4,4,5,7,1,7,1,7,7,7,7,7,1,1,7,1,good for all hair types,,,4,4,55,500,,5d4c78071b920f00198e8533,6898afff2227f134df1188ea,6898ba6cc1b85f3525f00fc5,3E
2025/8/10 9:20,2025/8/10 9:31,0,47.13.164.3,100,673,1,2025/8/10 9:31,R_7C43RvWfq04cfPr,,,,,33.8979,-86.0245,anonymous,EN,1,2,,,,,,,,,13.99,0.56,13.99,0.4,,,,,,,,,,,,,,,,,1,2,2,4,4,4,4,4,4,4,4,6,4,4,4,4,7,4,7,4,4,1,4,7,1,womens shampoo 13.99 (.56/ounce) mens shampoo 13.99 (.40/ounce),,,0.2,0.2,34,2200,n/a,672fcaf82c52010e8586b90a,6898afff2227f134df1188ea,6898b8acf1bffe0d703a1e16,3A
2025/8/10 9:28,2025/8/10 9:31,0,174.96.153.174,100,193,1,2025/8/10 9:31,R_1ZVLzdQaG0Q3qXI,,,,,40.2151,-82.8799,anonymous,EN,1,2,,,,,,,,,,,,,,,,,13.99,0.56,13.99,0.4,,,,,,,,,2,5,6,3,2,2,4,3,4,3,5,7,1,5,1,1,7,6,6,6,5,5,3,5,1,"They were shampoos designed to clean all hair types. THe descriptions were very similair, if not the same.",,,3,3,38,5000,,5f820deb48cf2a31b3c31f21,6898afff2227f134df1188ea,6898ba8ecaaf404958ddb289,3C
2025/8/10 9:25,2025/8/10 9:31,0,98.60.253.91,100,363,1,2025/8/10 9:31,R_7bG52wuniai8w5X,,,,,35.0813,-106.6212,anonymous,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,13.99,0.56,13.99,0.4,3,1,4,1,3,4,4,6,6,5,6,6,7,1,5,2,7,7,6,6,7,3,1,7,1,"Women's shampoo brand donates 1% of profits to women's self-care and empowerment efforts, while the men's shampoo brand does not. ",,,7.96,7.96,43,5300,"Your section on the prices states ""the prices above..."", but do not have prices listed above on the page that I can detect--just a little detail that could cause confusion!",67781144f17102105a3b9415,6898afff2227f134df1188ea,6898b9ecfc5194a0d419d458,3E
2025/8/10 9:25,2025/8/10 9:31,0,76.125.133.205,100,400,1,2025/8/10 9:31,R_5j3EJewzv15rzvX,,,,,40.4322,-80.1021,anonymous,EN,1,2,,,,,$13.99 ,$0.56 ,$13.99 ,$0.40 ,,,,,,,,,,,,,,,,,,,,,1,3,3,2,2,2,2,6,6,6,6,4,4,4,4,4,7,6,5,5,6,1,1,7,1,The men’s and women’s products were both designed for all hair types.  The woman’s unit price was 0.56 but the man’s was 0.40.  Both were $13.99,,,5,5,58,4500,"In addition to the price, i would also be considering the scent, ingredients, and sustainability.  I have no idea if these were the same for both.",6606ce9c3523446ed5777300,6898afff2227f134df1188ea,6898b9ca1e5afbc09cd81a2d,2
2025/8/10 9:26,2025/8/10 9:32,0,150.195.159.232,100,333,1,2025/8/10 9:32,R_7CNwaJERxQaCPSv,,,,,42.3251,-72.6276,anonymous,EN,1,2,,,,,,,,,,,,,,,,,,,,,13.99,0.56,13.99,0.4,,,,,3,2,3,4,4,5,5,3,2,2,3,3,5,2,3,4,7,6,6,7,7,1,1,7,1,"The woman's shampoo was smaller but cost the same total as the men's shampoo, meaning it had a higher unit price. A sales assistant said the woman's shampoo was more scented, and that the fragrance had a longer lasting effect on the hair.",,,3,2.5,30,10000,,60ae732b911084864713db46,6898afff2227f134df1188ea,6898ba1c8d3916fcd2efb897,3D
2025/8/10 9:27,2025/8/10 9:32,0,96.28.33.224,100,276,1,2025/8/10 9:32,R_7rkDVbz3kdjAXv7,,,,,42.0753,-80.0671,anonymous,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,13.99,0.56,13.99,0.4,1,4,3,2,2,2,3,5,5,5,6,5,5,4,4,4,5,6,6,5,5,5,6,4,1,one was invigorating in the description and other didn't have that listed,,,0.25,0.25,42,7000,,5c65739723f6300001380c2c,6898afff2227f134df1188ea,6898ba555191c9a2b6c3ac24,3E
2025/8/10 9:24,2025/8/10 9:32,0,98.223.236.6,100,478,1,2025/8/10 9:32,R_690JlOe83BgPm74,,,,,41.6862,-86.1721,anonymous,EN,1,2,,,,,,,,,,,,,,,,,,,,,13.99,0.56,13.99,0.4,,,,,1,6,1,4,4,4,5,3,4,4,4,3,6,2,5,1,6,3,4,3,5,5,6,3,1,"feminine luxury fragrance for the women's shampoo vs no fragrance or plain for the men's shampoo, I would want the girly one",,,1.25,1,62,9000,some products should just be for women and be feminine in subjective qualities,63977b3438a0ebce6131d30a,6898afff2227f134df1188ea,6898b84dcb65b6db7e2eb109,3D
2025/8/10 9:28,2025/8/10 9:32,0,71.87.249.247,100,224,1,2025/8/10 9:32,R_1EMsnNiKVeZzx6A,,,,,35.1366,-84.8495,anonymous,EN,1,2,13.99,0.56,13.99,0.56,,,,,,,,,,,,,,,,,,,,,,,,,1,4,3,5,3,5,5,3,3,2,6,5,4,5,5,3,4,5,5,5,4,6,3,4,3,Shampoo,10,10,,,29,1000,,65c12e6ab93672c3e7dff5bc,6898afff2227f134df1188ea,6898baa6f7446b890902f4df,1
2025/8/10 9:19,2025/8/10 9:32,0,172.59.109.211,100,769,1,2025/8/10 9:32,R_3CJbpTgPWdz6R4E,,,,,29.9734,-90.0885,anonymous,EN,1,2,,,,,,,,,,,,,,,,,,,,,13.99,0.56,13.99,0.4,,,,,1,5,4,5,5,5,5,2,2,2,2,4,4,4,4,4,5,4,4,2,5,4,4,4,2,Both the products had same prices and different ounces,,,6,6,34,50000,The study was interesting,66f0143ab60af2f164a772e2,6898afff2227f134df1188ea,6898b884514ae6c6d70a228c,3D
2025/8/10 9:25,2025/8/10 9:32,0,98.227.76.178,100,409,1,2025/8/10 9:32,R_5MQdddEm7eq0XSw,,,,,40.6305,-89.6952,anonymous,EN,1,2,,,,,$13.99 ,$0.56 ,$13.99 ,$0.40 ,,,,,,,,,,,,,,,,,,,,,2,4,5,2,2,2,3,5,5,5,5,6,3,4,3,3,3,5,4,4,5,2,2,5,1,They both were for all hair types. ,,,4,4,51,8000,,63fc11800831186660b045ca,6898afff2227f134df1188ea,6898b9f41d27130909d4e279,2
2025/8/10 9:28,2025/8/10 9:32,0,47.202.143.197,100,249,1,2025/8/10 9:32,R_6lt0e7yjfJmqGtb,,,,,28.0823,-82.7297,anonymous,EN,1,2,,,,,,,,,,,,,,,,,,,,,13.99,25,13.99,25,,,,,1,5,3,6,6,6,6,2,2,2,2,3,5,3,5,3,6,5,5,5,5,6,6,3,3,"Both were priced as $13.99, I would say they were 25 fl oz as well.",,,10,5,27,2000,thank you again!,6671e630d492b149069c46c1,6898afff2227f134df1188ea,6898baa57066f43c85857141,3D
2025/8/10 9:26,2025/8/10 9:32,0,67.44.208.36,100,371,1,2025/8/10 9:32,R_6dKsxGdbASwUB22,,,,,36.1671,-86.7861,anonymous,EN,1,2,13.99,0.56,13.99,0.56,,,,,,,,,,,,,,,,,,,,,,,,,1,7,1,6,6,6,6,2,2,2,2,7,6,6,5,5,7,4,6,4,7,2,3,5,3,both were $13.99 a unit and $0.56 per ounce. Both were shampoo one for men and one for women,7,7,,,40,60000,N/A,6278038e3c9ead31c9a91a09,6898afff2227f134df1188ea,6898b8d63a7b7632ed587d68,1
2025/8/10 9:28,2025/8/10 9:33,0,97.95.151.196,100,267,1,2025/8/10 9:33,R_6seFOZwaMr22MO5,,,,,36.1819,-85.4408,anonymous,EN,1,2,,,,,13.99,0.56,13.99,0.4,,,,,,,,,,,,,,,,,,,,,1,5,1,7,7,7,7,1,1,1,1,5,4,4,4,4,6,4,6,4,7,1,1,7,1,Honestly all I remember was that one was women's and one was men's,,,1.5,1.5,55,3500,,5bc0af535ea1020001f9352d,6898afff2227f134df1188ea,6898ba8548c8bb35b660da8c,2
2025/8/10 9:27,2025/8/10 9:33,0,64.25.12.6,100,324,1,2025/8/10 9:33,R_6InYOlgjUXJUWD7,,,,,32.691,-97.1918,anonymous,EN,1,2,13.99,0.56,13.99,0.56,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2,3,3,3,4,3,2,2,2,6,4,4,4,4,6,2,3,1,6,5,4,5,3,cleanse and invigorate for the men's.  cleanse and revitalize? for the women's.,2.5,2.5,,,56,4800,none,64b09076e81e8c03556dafee,6898afff2227f134df1188ea,6898ba679a4fa51b4970904c,1
2025/8/10 9:21,2025/8/10 9:33,0,67.6.175.107,100,672,1,2025/8/10 9:33,R_5usWcJNrkE7YMBa,,,,,38.9336,-92.363,anonymous,EN,1,2,,,,,13.99,0.56,13.99,0.4,,,,,,,,,,,,,,,,,,,,,1,5,2,4,3,3,3,6,7,7,7,3,4,4,4,4,6,4,7,7,7,4,6,6,1,"Both the women's and men's shampoos had the same price; yet, the women's was less ounces than the men's.",,,0.15,0.1,59,6000,None,5abe4f25fa3b4e000173303f,6898afff2227f134df1188ea,6898b900c9b84a7d74af39e1,2
2025/8/10 9:28,2025/8/10 9:33,0,74.102.195.99,100,299,1,2025/8/10 9:33,R_66gAcV7SHNitGxj,,,,,41.0484,-74.0393,anonymous,EN,1,2,13.99,$0.56 ,$13.99 ,$0.56 ,,,,,,,,,,,,,,,,,,,,,,,,,1,7,4,6,6,5,6,2,2,2,2,7,4,4,4,4,7,7,7,7,7,4,5,5,3,They were both $13.99 and were $0.56 per ounce. The main thing I noticed was that they were labeled for either men or women.,5,5,,,34,59500,,666c7fe33aa9603af59319f7,6898afff2227f134df1188ea,6898ba858dc16fd4923da486,1
2025/8/10 9:27,2025/8/10 9:33,0,207.44.53.73,100,339,1,2025/8/10 9:33,R_6VnOiu06WRUqYW5,,,,,41.0959,-75.1196,anonymous,EN,1,2,,,,,13.99,0.56,"13,99",0.4,,,,,,,,,,,,,,,,,,,,,2,3,6,5,6,5,4,6,6,6,6,4,3,4,4,4,5,2,4,3,5,5,6,4,1,the price of both products were the same price but you got more with the mens shampoo at is 0.40 per ounce and for the womens its was .056 per ounce ,,,8,8,48,2600,,66c3366a3b5834b89124e85a,6898afff2227f134df1188ea,6898ba54542c892e5eace8f7,2
2025/8/10 9:29,2025/8/10 9:33,0,67.83.134.143,100,227,1,2025/8/10 9:33,R_364F7ugE7Tqck9X,,,,,40.665,-73.9523,anonymous,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,13.99,0.56,13.99,0.4,2,3,5,3,3,2,2,5,5,6,6,6,5,4,4,4,7,7,7,7,7,1,2,7,1,It said the men's shampoo was geared for al types of hair but the women's shampoo donated 1% to a cause,,,3,3,44,950,,5a65daf2c0d836000107d1ba,6898afff2227f134df1188ea,6898badeef12c22c45c97673,3E
2025/8/10 9:26,2025/8/10 9:33,0,72.241.7.241,100,436,1,2025/8/10 9:33,R_72LV4Za6uMDjFvj,,,,,41.6332,-83.579,anonymous,EN,1,2,,,,,,,,,,,,,,,,,13.99,0.56,13.99,0.4,,,,,,,,,3,5,3,2,2,2,1,7,7,7,7,5,2,2,4,5,1,1,1,1,5,6,4,6,1,"They were both the same price but men’s shampoo was larger. Women shampoo  had  ingredients for moisturizing, men’s was for cleaning hair and scalp",,,6,5,67,12000,You needed a rating scale for your survey,611b09935cd6e67f2b5e9ea2,6898afff2227f134df1188ea,6898ba177569a6e117328902,3C
2025/8/10 9:26,2025/8/10 9:33,0,104.2.226.121,100,462,1,2025/8/10 9:33,R_1oXEQzrSp45NbLt,,,,,35.3135,-81.5599,anonymous,EN,1,2,,,,,,,,,,,,,13.99,0.56,13.99,0.4,,,,,,,,,,,,,3,4,5,3,3,3,3,6,6,6,6,5,4,4,3,3,7,6,7,7,6,5,4,5,1,"women's shampoo, which was featuring pink colors
men's shampoo",,,1.12,1.1,44,800,,6752f0bf89185ea06e300a69,6898afff2227f134df1188ea,6898b9dcfd0be08f0121b919,3B
2025/8/10 9:22,2025/8/10 9:33,0,173.212.34.142,100,696,1,2025/8/10 9:33,R_5PBAHMkWKlcVwWJ,,,,,36.404,-80.5606,anonymous,EN,1,2,,,,,,,,,,,,,,,,,,,,,13.99,0.56,13.99,0.4,,,,,1,6,2,2,2,2,2,6,6,6,6,5,2,4,2,5,7,7,7,6,7,3,4,6,1,"13.99 for 25 ounce women's shampoo, 13.99 for 35 ounce men's shampoo",,,3,3,55,0,,6656a323a6b56986fd1d6780,6898afff2227f134df1188ea,6898b914767bf82b58427e8c,3D
2025/8/10 9:28,2025/8/10 9:34,0,76.46.30.16,100,311,1,2025/8/10 9:34,R_7R8O07Ox9CDoGho,,,,,37.1027,-84.5432,anonymous,EN,1,2,13.99,0.56,13.99,0.56,,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,4,4,3,3,7,7,6,7,6,3,3,2,2,6,7,7,5,7,2,3,6,3,Both products are made for all hair types. ,4,4,,,45,1700,N/A,67025e6f8c9101720fd925df,6898afff2227f134df1188ea,6898baa698310040f221aa42,1
2025/8/10 9:25,2025/8/10 9:34,0,67.149.55.96,100,535,1,2025/8/10 9:34,R_7Ysja91ILxk0he9,,,,,32.5304,-84.9316,anonymous,EN,1,2,13.99,0.56,13.99,0.56,,,,,,,,,,,,,,,,,,,,,,,,,1,5,3,4,4,3,4,4,3,3,4,4,4,4,4,4,3,4,3,4,4,4,3,4,3,Women’s shampoo was for clarifying and men shampoo for invigorating. Both $13.99 with $0.56 per unit.,8,8,,,34,500,No feedback at this time.,63e55da197c585d2bc031bbc,6898afff2227f134df1188ea,6898b9d3072402b1d3a6df77,1
2025/8/10 9:27,2025/8/10 9:34,0,70.176.192.120,100,379,1,2025/8/10 9:34,R_7dBuEp9bLuh6u29,,,,,33.2516,-111.7006,anonymous,EN,1,2,,,,,,,,,,,,,,,,,13.99,0.56,13.99,0.4,,,,,,,,,3,4,4,4,4,4,4,3,3,3,3,6,4,4,4,4,7,7,7,7,6,2,4,4,1,"The women's shampoo promised to ""revitalize"" while the men's promised to ""invigorate"", other than that the descriptions were very similar.  The men's shampoo had a higher amount for the same price.",,,2,2.2,37,100,"As I am extremely sensitive to many ingredients in shampoos and other hygiene products, I cannot make any judgement on whether I'd buy one or the other of something without seeing the full ingredient list and having a sniff to see if I react to the fragrances.",59947fcac825cf0001d7dcca,6898afff2227f134df1188ea,6898ba78cb236380b5096360,3C
2025/8/10 9:29,2025/8/10 9:34,0,172.92.68.226,100,302,1,2025/8/10 9:34,R_5LMx2XkIaOC9u1S,,,,,48.0872,-123.1146,anonymous,EN,1,2,,,,,,,,,,,,,13.99,0.56,13.99,0.4,,,,,,,,,,,,,3,2,2,3,3,3,3,5,5,5,5,7,2,2,2,2,6,7,7,7,6,2,2,6,1,Both cost $13.99.  The women's came in a floral container.  Womens was .56 per ounce and man's .40 per ounce,,,0.5,0.5,75,6000,,5db6553837647d000bb049ab,6898afff2227f134df1188ea,6898babb692aa520976e9de9,3B
2025/8/10 9:20,2025/8/10 9:34,0,70.16.44.122,100,860,1,2025/8/10 9:34,R_6ffBeJWQaLto4QV,,,,,43.0037,-78.8496,anonymous,EN,1,2,,,,,,,,,13.99,0.56,13.99,0.4,,,,,,,,,,,,,,,,,1,6,3,5,5,5,5,2,2,2,2,3,4,4,5,5,4,3,2,4,6,3,4,6,1,The women's and men's shampoo were described with prices ($13.99). The women's shampoos were more ornate in package design and were costlier per ounce than their men's counterpart. ,,,8,7.5,49,3000,I  think shampoos for women are primarily intended for slightly longer and varied hair types and may cost a bit more than men's. While men and women are equal they are not the same. I don't think stereotyping has much to do with it. Many women may enjoy an ornate shampoo container and this may be a predominantly  feminine nature. There is nothing stopping a man who feels the same to buy a so called shampoo catering to the female sensibilities either. We may be sometimes reading too much into these things especially because there are real issues like wage inequality among sexes that exists in our societies and these trivial issues may be distracting us from them.,659c4cb7b44bbfadb4a77dff,6898afff2227f134df1188ea,6898b8b5f86f0bfc30058bac,3A
2025/8/10 9:21,2025/8/10 9:35,0,174.131.17.178,100,807,1,2025/8/10 9:35,R_1fvzPlUpJHUKny2,,,,,40.1634,-76.395,anonymous,EN,1,2,,,,,,,,,,,,,,,,,13.99,0.56,13.99,0.4,,,,,,,,,1,5,2,5,5,5,5,3,3,3,3,4,4,4,5,5,7,4,5,5,6,2,4,6,1,shampoo     for all types of hair  ,,,1.99,1.99,59,2500,,5d1c006ac2696c0019647572,6898afff2227f134df1188ea,6898b8fe39b629b855d9e540,3C
2025/8/10 9:30,2025/8/10 9:35,0,172.56.107.73,100,313,1,2025/8/10 9:35,R_38InQR40S4AbcRc,,,,,47.5364,-122.278,anonymous,EN,1,2,,,,,,,,,,,,,,,,,,,,,13.99,0.56,13.99,0.4,,,,,1,4,2,3,2,2,2,5,5,5,5,6,4,4,3,3,3,5,5,4,6,3,3,5,1,Shampoo for all hair types,,,2,1.5,50,2300,"Great study, thank you!",66a90655f7c843384a6c8178,6898afff2227f134df1188ea,6898bb0224ac460bb5624ba6,3D
2025/8/10 9:30,2025/8/10 9:35,0,107.136.253.166,100,278,1,2025/8/10 9:35,R_3GVsG0GKHxDDs1b,,,,,29.5551,-98.7442,anonymous,EN,1,2,$13.99 ,$0.56 ,$13.99 ,$0.56 ,,,,,,,,,,,,,,,,,,,,,,,,,1,5,3,5,5,3,4,5,4,4,6,3,4,4,4,4,5,7,5,5,7,4,7,7,3,Mens was cleansing and invigorating and the Womans was volume,3,3,,,59,11000,I think men and women should pay the same prices in most aspects of life,664b523f60a309f3791726f8,6898afff2227f134df1188ea,6898bb294dd05a6135bf15ad,1
2025/8/10 9:25,2025/8/10 9:35,0,174.192.3.226,100,592,1,2025/8/10 9:35,R_1vcB8o0AK3T5pcZ,,,,,41.6187,-72.75,anonymous,EN,1,2,,,,,$13.99 ,$0.56 ,$13.99 ,$0.40 ,,,,,,,,,,,,,,,,,,,,,3,6,1,1,1,7,1,1,1,1,5,6,2,2,1,1,7,7,7,7,7,5,6,2,1,"I'm sorry but I don't remember the details. I do recall that between the women's and men's products, the descriptions were not identical (didn't use the same words) but essentially had the same meaning.",,,3,3,61,4500,"Ironically I was shopping online for shampoos for myself and my husband just before starting your study! I ended up picking out a shampoo for myself that has lots of ""benefits"" ($$$). Because of a skin condition my husband is dealing with, I picked out a very basic baby shampoo for gentle skin ($). Good luck with your research!",67a588fc73476d11c7db25ff,6898afff2227f134df1188ea,6898b9eef0914ad4e7fc74c9,2
2025/8/10 9:30,2025/8/10 9:35,0,100.33.9.119,100,309,1,2025/8/10 9:35,R_1qaWwOsIULM2JhV,,,,,40.7513,-73.8244,anonymous,EN,1,2,13.99,0.56,13.99,0.56,,,,,,,,,,,,,,,,,,,,,,,,,1,4,4,5,5,5,5,3,3,3,3,5,4,4,4,4,7,5,7,6,5,3,3,4,3,women's shampoo revitalizes hair and men's shampoo invigorates hair.,7,7,,,43,6000,,56b8de29e1d0a200051517f8,6898afff2227f134df1188ea,6898bb0f44f9aeed82f2e17f,1
2025/8/10 9:32,2025/8/10 9:35,0,75.187.32.181,100,196,1,2025/8/10 9:35,R_59oBbwUbDLPQtCf,,,,,41.3128,-81.8566,anonymous,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,13.99,0.56,13.99,0.4,1,5,3,4,3,4,4,2,5,3,6,6,5,3,5,3,6,3,4,4,6,5,3,4,1,men and womens shampoo.  womens contained less for same amount.  women promoted gender equality.  mens did not,,,5.99,5.99,51,6000,,66926bdaacd865fc152ef5ff,6898afff2227f134df1188ea,6898bb87516fcf9a89b0c0e7,3E
2025/8/10 9:28,2025/8/10 9:35,0,73.115.111.62,100,433,1,2025/8/10 9:35,R_7S199DZdN8LJ5cg,,,,,29.81,-95.5608,anonymous,EN,1,2,,,,,,,,,,,,,,,,,13.99,0.56,13.99,0.4,,,,,,,,,3,2,2,1,1,1,2,7,7,6,7,6,5,4,2,3,7,6,7,7,7,1,2,7,1,"Women's shampoo was 13.99 for 25 oz and was touted to clean and revitalize.
Men's shampoo was 13.99 for 35 oz and was billed as cleaning and invigorating.",,,2,2,55,3750,"The ""pink tax"" on women's products is completely ridiculous and out of control.",611341c34be95409850e4341,6898afff2227f134df1188ea,6898baa2548063957e7921ac,3C
2025/8/10 9:27,2025/8/10 9:36,0,73.31.9.218,100,508,1,2025/8/10 9:36,R_5Cpw9Lsf6mC8itX,,,,,37.2849,-80.0701,anonymous,EN,1,2,,,,,,,,,,,,,,,,,,,,,13.99,0.56,13.99,0.4,,,,,1,7,3,5,5,5,4,3,3,3,2,5,4,4,4,4,7,3,3,2,6,6,3,5,1,Both shampoos were for all hair types. The women's shampoo had a floral scent.,,,3,3,45,300,,66b22d654efb81d166b890d0,6898afff2227f134df1188ea,6898ba5c6e3b7bc7e246c571,3D
2025/8/10 9:21,2025/8/10 9:36,0,172.58.250.104,100,878,1,2025/8/10 9:36,R_5Q473GiyPVColga,,,,,35.2369,-80.8957,anonymous,EN,1,2,13.99,0.56,13.99,0.56,,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,2,2,2,2,6,6,6,6,5,4,4,4,4,4,4,4,4,5,3,3,5,3,women's and men's shampoos were both $.56/ounce at 13.99,3,3,,,54,4250,none...thanks!,67c585f8e60aec06bb2e7863,6898afff2227f134df1188ea,6898b8f8621a9ecd02afed0d,1
